#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180  60
# Band-Index:    1
   2.29982    -13.013575  0.016  0.006  0.000  0.002  0.002  0.000  0.000  0.000  0.002  0.031
   2.27921    -12.969158  0.015  0.006  0.000  0.002  0.002  0.000  0.000  0.000  0.002  0.031
   2.25860    -12.924536  0.015  0.006  0.000  0.002  0.002  0.000  0.000  0.000  0.003  0.031
   2.23800    -12.879849  0.014  0.007  0.000  0.002  0.002  0.001  0.000  0.000  0.004  0.031
   2.21739    -12.835235  0.013  0.007  0.000  0.003  0.002  0.002  0.000  0.000  0.004  0.031
   2.19678    -12.790840  0.012  0.008  0.000  0.003  0.002  0.002  0.000  0.000  0.004  0.031
   2.17617    -12.746810  0.011  0.008  0.000  0.004  0.002  0.002  0.000  0.000  0.004  0.031
   2.15556    -12.703291  0.011  0.008  0.000  0.004  0.002  0.002  0.000  0.000  0.004  0.032
   2.13495    -12.660427  0.010  0.008  0.000  0.004  0.002  0.002  0.000  0.000  0.004  0.032
   2.11434    -12.618355  0.009  0.008  0.000  0.004  0.002  0.002  0.000  0.000  0.004  0.032
   2.09374    -12.577220  0.008  0.008  0.000  0.004  0.002  0.002  0.000  0.001  0.004  0.032
   2.07313    -12.537155  0.007  0.008  0.000  0.004  0.002  0.002  0.000  0.001  0.005  0.032
   2.05252    -12.498292  0.007  0.009  0.000  0.004  0.003  0.002  0.000  0.002  0.005  0.031
   2.03191    -12.460756  0.006  0.009  0.000  0.004  0.003  0.002  0.000  0.002  0.005  0.031
   2.01130    -12.424664  0.005  0.009  0.000  0.004  0.003  0.003  0.000  0.002  0.005  0.031
   1.99069    -12.390126  0.005  0.009  0.000  0.005  0.003  0.003  0.000  0.002  0.005  0.032
   1.97008    -12.357236  0.004  0.009  0.000  0.005  0.003  0.004  0.000  0.002  0.005  0.032
   1.94948    -12.326080  0.004  0.009  0.000  0.005  0.004  0.004  0.000  0.002  0.005  0.032
   1.92887    -12.296729  0.003  0.009  0.000  0.005  0.004  0.004  0.000  0.002  0.005  0.032
   1.90826    -12.269243  0.003  0.009  0.000  0.005  0.004  0.004  0.000  0.002  0.005  0.033
   1.88765    -12.243670  0.002  0.008  0.000  0.005  0.004  0.004  0.000  0.002  0.005  0.033
   1.86704    -12.220046  0.002  0.008  0.000  0.005  0.004  0.004  0.000  0.003  0.005  0.032
   1.84643    -12.198399  0.002  0.008  0.000  0.005  0.005  0.005  0.000  0.003  0.005  0.033
   1.82582    -12.178746  0.001  0.008  0.000  0.006  0.005  0.005  0.000  0.003  0.006  0.033
   1.80522    -12.161105  0.001  0.008  0.000  0.006  0.005  0.005  0.000  0.003  0.006  0.033
   1.78461    -12.145492  0.000  0.008  0.000  0.006  0.005  0.005  0.000  0.003  0.006  0.033
   1.76400    -12.131927  0.000  0.007  0.000  0.006  0.004  0.005  0.000  0.003  0.006  0.033
   1.74339    -12.120456  0.000  0.008  0.000  0.007  0.005  0.004  0.000  0.003  0.006  0.033
   1.72278    -12.111175  0.000  0.008  0.000  0.006  0.005  0.004  0.000  0.004  0.005  0.033
   1.70217    -12.104255  0.000  0.007  0.000  0.007  0.005  0.004  0.000  0.004  0.006  0.033
   1.68156    -12.099955  0.000  0.007  0.000  0.007  0.005  0.004  0.000  0.003  0.005  0.033
   1.66096    -12.098508  0.000  0.007  0.000  0.007  0.005  0.004  0.000  0.004  0.005  0.033
   1.66096    -12.098508  0.000  0.007  0.000  0.007  0.005  0.004  0.000  0.004  0.005  0.033
   1.65065    -12.098858  0.000  0.007  0.000  0.007  0.005  0.004  0.000  0.004  0.005  0.033
   1.64035    -12.099875  0.000  0.007  0.000  0.007  0.005  0.003  0.000  0.004  0.005  0.033
   1.63004    -12.101498  0.000  0.007  0.000  0.008  0.006  0.003  0.000  0.004  0.005  0.033
   1.61974    -12.103658  0.000  0.007  0.000  0.007  0.006  0.004  0.000  0.004  0.006  0.033
   1.60943    -12.106287  0.000  0.007  0.000  0.007  0.006  0.004  0.000  0.004  0.005  0.033
   1.59913    -12.109328  0.000  0.006  0.000  0.008  0.006  0.004  0.000  0.004  0.005  0.033
   1.58883    -12.112727  0.000  0.006  0.000  0.008  0.005  0.004  0.000  0.004  0.005  0.033
   1.57852    -12.116442  0.000  0.007  0.000  0.008  0.005  0.004  0.000  0.004  0.005  0.033
   1.56822    -12.120436  0.000  0.007  0.000  0.008  0.005  0.003  0.000  0.004  0.004  0.033
   1.55791    -12.124677  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.54761    -12.129139  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.53730    -12.133796  0.000  0.006  0.000  0.007  0.006  0.003  0.000  0.005  0.004  0.033
   1.52700    -12.138627  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.51670    -12.143612  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.50639    -12.148732  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.032
   1.49609    -12.153971  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.48578    -12.159311  0.001  0.006  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.47548    -12.164736  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.033
   1.46517    -12.170232  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.004  0.032
   1.45487    -12.175784  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.033
   1.44457    -12.181377  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.033
   1.43426    -12.186998  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.033
   1.42396    -12.192634  0.001  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.033
   1.41365    -12.198270  0.002  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.033
   1.40335    -12.203895  0.002  0.005  0.000  0.008  0.006  0.003  0.000  0.005  0.003  0.032
   1.39305    -12.209497  0.002  0.005  0.000  0.008  0.006  0.002  0.000  0.005  0.003  0.032
   1.38274    -12.215063  0.002  0.005  0.000  0.009  0.006  0.002  0.000  0.005  0.003  0.032
   1.37244    -12.220582  0.002  0.005  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.36213    -12.226042  0.002  0.005  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.35183    -12.231433  0.002  0.005  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.34152    -12.236743  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.33122    -12.241963  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.32092    -12.247081  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.032
   1.31061    -12.252090  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.032
   1.30031    -12.256978  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.032
   1.29000    -12.261738  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.032
   1.27970    -12.266359  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.26939    -12.270836  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.25909    -12.275158  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.24879    -12.279319  0.002  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.003  0.033
   1.23848    -12.283310  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.033
   1.22818    -12.287125  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.033
   1.21787    -12.290758  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.033
   1.20757    -12.294202  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.032
   1.19726    -12.297451  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.032
   1.18696    -12.300501  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.032
   1.17666    -12.303345  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.032
   1.16635    -12.305979  0.003  0.004  0.000  0.009  0.007  0.002  0.000  0.005  0.002  0.032
   1.15605    -12.308398  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.005  0.002  0.033
   1.14574    -12.310599  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.13544    -12.312578  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.12513    -12.314333  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.11483    -12.315859  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.10453    -12.317155  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.09422    -12.318218  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.08392    -12.319047  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.033
   1.07361    -12.319639  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.032
   1.06331    -12.319995  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.032
   1.05300    -12.320114  0.004  0.004  0.000  0.010  0.008  0.002  0.000  0.004  0.002  0.032
   1.05300    -12.320114  0.004  0.004  0.000  0.010  0.008  0.002  0.000  0.004  0.002  0.032
   1.03516    -12.321540  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.032
   1.01731    -12.325798  0.004  0.004  0.000  0.010  0.007  0.002  0.000  0.004  0.002  0.032
   0.99946    -12.332835  0.004  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.98161    -12.342570  0.004  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.96377    -12.354901  0.004  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.94592    -12.369712  0.004  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.92807    -12.386882  0.004  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.91022    -12.406282  0.005  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.89238    -12.427786  0.006  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.87453    -12.451264  0.006  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.85668    -12.476591  0.006  0.004  0.000  0.010  0.006  0.002  0.000  0.004  0.002  0.032
   0.83883    -12.503633  0.007  0.004  0.000  0.009  0.006  0.001  0.000  0.002  0.002  0.032
   0.82099    -12.532262  0.008  0.003  0.000  0.009  0.006  0.000  0.000  0.002  0.002  0.032
   0.80314    -12.562348  0.008  0.002  0.000  0.009  0.006  0.000  0.000  0.002  0.002  0.031
   0.78529    -12.593763  0.008  0.002  0.000  0.008  0.006  0.000  0.000  0.002  0.002  0.031
   0.76744    -12.626377  0.010  0.002  0.000  0.008  0.006  0.000  0.000  0.002  0.002  0.031
   0.74960    -12.660063  0.010  0.002  0.000  0.008  0.005  0.000  0.000  0.002  0.002  0.031
   0.73175    -12.694694  0.010  0.002  0.000  0.008  0.004  0.000  0.000  0.002  0.002  0.031
   0.71390    -12.730147  0.011  0.002  0.000  0.008  0.004  0.000  0.000  0.002  0.002  0.031
   0.69605    -12.766299  0.012  0.002  0.000  0.008  0.004  0.000  0.000  0.002  0.002  0.031
   0.67821    -12.803030  0.012  0.002  0.000  0.008  0.004  0.000  0.000  0.002  0.002  0.031
   0.66036    -12.840220  0.013  0.002  0.000  0.008  0.004  0.000  0.000  0.002  0.002  0.031
   0.64251    -12.877749  0.014  0.002  0.000  0.007  0.004  0.000  0.000  0.002  0.002  0.031
   0.62466    -12.915507  0.014  0.002  0.000  0.007  0.004  0.000  0.000  0.001  0.002  0.031
   0.60682    -12.953380  0.015  0.002  0.000  0.006  0.004  0.000  0.000  0.000  0.002  0.031
   0.58897    -12.991264  0.016  0.002  0.000  0.006  0.004  0.000  0.000  0.000  0.002  0.031
   0.57112    -13.029054  0.016  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.031
   0.55327    -13.066653  0.017  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.031
   0.53543    -13.103963  0.018  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.031
   0.51758    -13.140897  0.018  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.031
   0.49973    -13.177362  0.019  0.002  0.000  0.005  0.002  0.000  0.000  0.000  0.000  0.031
   0.48188    -13.213276  0.020  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.031
   0.46404    -13.248556  0.020  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.031
   0.44619    -13.283123  0.021  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.030
   0.42834    -13.316899  0.022  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.030
   0.41049    -13.349819  0.022  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.030
   0.39265    -13.381815  0.023  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.030
   0.37480    -13.412821  0.023  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.030
   0.35695    -13.442778  0.024  0.000  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.030
   0.33910    -13.471631  0.024  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.32126    -13.499324  0.024  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.30341    -13.525804  0.025  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.28556    -13.551025  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.26771    -13.574942  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.24987    -13.597510  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.23202    -13.618690  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.21417    -13.638446  0.027  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   0.19632    -13.656744  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.17848    -13.673554  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.16063    -13.688850  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.14278    -13.702603  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.12493    -13.714791  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.10709    -13.725395  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.08924    -13.734395  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.07139    -13.741778  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.05354    -13.747532  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.03570    -13.751648  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.01785    -13.754119  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.00000    -13.754943  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.030
 
# Band-Index:   19
   0.00000    -13.538978  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   0.01785    -13.538161  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   0.03570    -13.535716  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   0.05354    -13.531645  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   0.07139    -13.525957  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.08924    -13.518659  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.10709    -13.509767  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.12493    -13.499294  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.14278    -13.487261  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.16063    -13.473688  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.17848    -13.458600  0.031  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.033
   0.19632    -13.442025  0.031  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.21417    -13.423992  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.23202    -13.404534  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.24987    -13.383689  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.26771    -13.361495  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.28556    -13.337996  0.029  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.30341    -13.313239  0.029  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.32126    -13.287269  0.028  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.033
   0.33910    -13.260143  0.028  0.001  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.033
   0.35695    -13.231917  0.027  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.37480    -13.202644  0.027  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.39265    -13.172387  0.026  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.41049    -13.141211  0.025  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.42834    -13.109185  0.025  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.44619    -13.076382  0.024  0.002  0.000  0.004  0.002  0.000  0.000  0.000  0.000  0.033
   0.46404    -13.042877  0.023  0.002  0.000  0.005  0.002  0.000  0.000  0.000  0.000  0.033
   0.48188    -13.008747  0.023  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.033
   0.49973    -12.974078  0.022  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.033
   0.51758    -12.938962  0.021  0.002  0.000  0.006  0.002  0.000  0.000  0.000  0.000  0.033
   0.53543    -12.903483  0.021  0.002  0.000  0.006  0.003  0.000  0.000  0.000  0.001  0.033
   0.55327    -12.867737  0.020  0.002  0.000  0.006  0.004  0.000  0.000  0.000  0.002  0.033
   0.57112    -12.831824  0.019  0.002  0.000  0.007  0.004  0.000  0.000  0.000  0.002  0.033
   0.58897    -12.795845  0.019  0.002  0.000  0.008  0.004  0.000  0.000  0.000  0.002  0.033
   0.60682    -12.759909  0.018  0.002  0.000  0.008  0.004  0.000  0.000  0.000  0.002  0.033
   0.62466    -12.724124  0.017  0.002  0.000  0.008  0.004  0.000  0.000  0.000  0.002  0.033
   0.64251    -12.688601  0.016  0.002  0.000  0.008  0.004  0.000  0.000  0.000  0.002  0.033
   0.66036    -12.653460  0.015  0.002  0.000  0.008  0.005  0.000  0.000  0.000  0.002  0.034
   0.67821    -12.618818  0.015  0.003  0.000  0.009  0.005  0.000  0.000  0.000  0.002  0.034
   0.69605    -12.584802  0.014  0.003  0.000  0.009  0.006  0.000  0.000  0.000  0.002  0.034
   0.71390    -12.551537  0.013  0.004  0.000  0.010  0.006  0.000  0.000  0.000  0.002  0.034
   0.73175    -12.519149  0.013  0.004  0.000  0.010  0.006  0.000  0.000  0.000  0.002  0.034
   0.74960    -12.487765  0.012  0.004  0.000  0.010  0.006  0.000  0.000  0.000  0.002  0.034
   0.76744    -12.457515  0.011  0.004  0.000  0.010  0.006  0.000  0.000  0.000  0.002  0.034
   0.78529    -12.428528  0.010  0.004  0.000  0.010  0.007  0.000  0.000  0.000  0.002  0.034
   0.80314    -12.400932  0.010  0.004  0.000  0.011  0.007  0.000  0.000  0.000  0.002  0.034
   0.82099    -12.374849  0.009  0.004  0.000  0.011  0.008  0.000  0.000  0.000  0.002  0.034
   0.83883    -12.350398  0.008  0.004  0.000  0.011  0.008  0.000  0.000  0.000  0.002  0.034
   0.85668    -12.327687  0.008  0.004  0.000  0.011  0.008  0.000  0.000  0.000  0.002  0.034
   0.87453    -12.306816  0.008  0.004  0.000  0.011  0.008  0.000  0.000  0.000  0.002  0.034
   0.89238    -12.287873  0.007  0.004  0.000  0.011  0.008  0.000  0.000  0.000  0.002  0.034
   0.91022    -12.270919  0.006  0.004  0.000  0.012  0.008  0.000  0.000  0.000  0.002  0.034
   0.92807    -12.256003  0.006  0.004  0.000  0.012  0.008  0.000  0.000  0.000  0.002  0.034
   0.94592    -12.243147  0.006  0.004  0.000  0.012  0.009  0.000  0.000  0.000  0.003  0.035
   0.96377    -12.232354  0.006  0.004  0.000  0.012  0.009  0.000  0.000  0.000  0.003  0.034
   0.98161    -12.223605  0.005  0.004  0.000  0.012  0.009  0.000  0.000  0.001  0.003  0.034
   0.99946    -12.216866  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.003  0.034
   1.01731    -12.212096  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.003  0.034
   1.03516    -12.209253  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.003  0.034
   1.05300    -12.208308  0.004  0.004  0.000  0.012  0.010  0.000  0.000  0.002  0.004  0.034
   1.05300    -12.208308  0.004  0.004  0.000  0.012  0.010  0.000  0.000  0.002  0.004  0.034
   1.06331    -12.208205  0.004  0.004  0.000  0.012  0.010  0.000  0.000  0.002  0.004  0.034
   1.07361    -12.207895  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.08392    -12.207381  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.09422    -12.206662  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.10453    -12.205741  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.11483    -12.204620  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.12513    -12.203302  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.13544    -12.201789  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.14574    -12.200086  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.15605    -12.198197  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.16635    -12.196126  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.17666    -12.193878  0.004  0.004  0.000  0.012  0.009  0.000  0.000  0.002  0.004  0.034
   1.18696    -12.191460  0.004  0.004  0.000  0.012  0.008  0.000  0.000  0.002  0.004  0.034
   1.19726    -12.188877  0.004  0.004  0.000  0.012  0.008  0.000  0.000  0.002  0.004  0.034
   1.20757    -12.186137  0.004  0.004  0.000  0.012  0.008  0.000  0.000  0.002  0.004  0.035
   1.21787    -12.183246  0.004  0.004  0.000  0.012  0.008  0.000  0.000  0.002  0.004  0.035
   1.22818    -12.180211  0.004  0.004  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.23848    -12.177042  0.004  0.004  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.24879    -12.173746  0.004  0.004  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.25909    -12.170332  0.004  0.004  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.26939    -12.166810  0.004  0.005  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.27970    -12.163191  0.004  0.005  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.29000    -12.159485  0.003  0.005  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.30031    -12.155701  0.003  0.005  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.31061    -12.151852  0.003  0.005  0.000  0.011  0.008  0.000  0.000  0.002  0.004  0.034
   1.32092    -12.147949  0.002  0.005  0.000  0.011  0.008  0.001  0.000  0.002  0.004  0.034
   1.33122    -12.144003  0.002  0.005  0.000  0.011  0.008  0.001  0.000  0.002  0.004  0.034
   1.34152    -12.140028  0.002  0.005  0.000  0.011  0.008  0.001  0.000  0.002  0.004  0.034
   1.35183    -12.136035  0.002  0.005  0.000  0.011  0.008  0.001  0.000  0.002  0.004  0.034
   1.36213    -12.132038  0.002  0.005  0.000  0.011  0.008  0.002  0.000  0.002  0.004  0.035
   1.37244    -12.128050  0.002  0.006  0.000  0.011  0.008  0.002  0.000  0.002  0.004  0.034
   1.38274    -12.124085  0.002  0.006  0.000  0.011  0.008  0.002  0.000  0.003  0.004  0.034
   1.39305    -12.120156  0.002  0.006  0.000  0.011  0.007  0.002  0.000  0.003  0.004  0.034
   1.40335    -12.116277  0.002  0.006  0.000  0.011  0.007  0.002  0.000  0.003  0.004  0.034
   1.41365    -12.112463  0.002  0.006  0.000  0.010  0.007  0.002  0.000  0.003  0.004  0.034
   1.42396    -12.108727  0.002  0.006  0.000  0.010  0.007  0.002  0.000  0.003  0.004  0.034
   1.43426    -12.105083  0.002  0.006  0.000  0.010  0.007  0.002  0.000  0.003  0.004  0.035
   1.44457    -12.101546  0.002  0.007  0.000  0.010  0.007  0.002  0.000  0.003  0.005  0.034
   1.45487    -12.098129  0.002  0.007  0.000  0.010  0.007  0.002  0.000  0.003  0.005  0.034
   1.46517    -12.094848  0.001  0.007  0.000  0.010  0.007  0.002  0.000  0.003  0.005  0.034
   1.47548    -12.091715  0.001  0.007  0.000  0.009  0.007  0.003  0.000  0.003  0.005  0.034
   1.48578    -12.088743  0.001  0.007  0.000  0.009  0.007  0.003  0.000  0.003  0.005  0.034
   1.49609    -12.085944  0.000  0.007  0.000  0.009  0.007  0.003  0.000  0.004  0.005  0.034
   1.50639    -12.083330  0.000  0.006  0.000  0.008  0.007  0.003  0.000  0.004  0.005  0.034
   1.51670    -12.080913  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.004  0.005  0.034
   1.52700    -12.078702  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.004  0.005  0.034
   1.53730    -12.076706  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.004  0.005  0.034
   1.54761    -12.074933  0.000  0.006  0.000  0.008  0.006  0.003  0.000  0.004  0.005  0.034
   1.55791    -12.073387  0.000  0.006  0.000  0.009  0.006  0.004  0.000  0.004  0.005  0.034
   1.56822    -12.072071  0.000  0.007  0.000  0.008  0.006  0.004  0.000  0.004  0.005  0.034
   1.57852    -12.070984  0.000  0.007  0.000  0.008  0.006  0.004  0.000  0.005  0.004  0.034
   1.58883    -12.070121  0.000  0.007  0.000  0.008  0.006  0.004  0.000  0.005  0.005  0.034
   1.59913    -12.069472  0.000  0.007  0.000  0.008  0.005  0.004  0.000  0.005  0.005  0.034
   1.60943    -12.069018  0.000  0.006  0.000  0.007  0.005  0.005  0.000  0.005  0.005  0.034
